abilities,number of ability,against,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,basic,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
"['Soundproof', 'Static', 'Aftermath']",3,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,330,30,5120,70,330,190,Ball Pokémon,50,1000000,0.5,40,Voltorb,,100,55,55,100,electric,,10.4,1,0
"['Soundproof', 'Static', 'Aftermath']",3,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,490,50,5120,70,490,60,Ball Pokémon,70,1000000,1.2,60,Electrode,,101,80,80,150,electric,,66.6,1,0
"['Chlorophyll', 'Harvest']",2,,4,2,1,0.5,1,0.5,2,2,2,0.5,0.5,2,1,2,0.5,1,1,0.5,325,40,5120,70,325,90,Egg Pokémon,80,1250000,0.4,60,Exeggcute,50,102,60,45,40,grass,psychic,2.5,1,0
"['Chlorophyll', 'Harvest', 'Frisk', 'Harvest']",4,,4,2,1,0.5,1,0.5,2,2,2,0.5,0.5,2,1,2,0.5,1,1,0.5,530,105,5120,70,530,45,Coconut Pokémon,85,1250000,,95,Exeggutor,50,103,125,75,45,grass,psychic,,1,0
"['Rock Head', 'Lightningrod', 'Battle Armor']",3,,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,320,50,5120,70,320,190,Lonely Pokémon,95,1000000,0.4,50,Cubone,50,104,40,50,35,ground,,6.5,1,0
"['Rock Head', 'Lightningrod', 'Battle Armor', 'Cursed Body', 'Lightningrod', 'Rock Head']",6,,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,425,80,5120,70,425,75,Bone Keeper Pokémon,110,1000000,,60,Marowak,50,105,50,80,45,ground,fire,,1,0
"['Limber', 'Reckless', 'Unburden']",3,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,455,120,6400,70,455,45,Kicking Pokémon,53,1000000,1.5,50,Hitmonlee,100,106,35,110,87,fighting,,49.8,1,0
"['Keen Eye', 'Iron Fist', 'Inner Focus']",3,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,455,105,6400,70,455,45,Punching Pokémon,79,1000000,1.4,50,Hitmonchan,100,107,35,110,76,fighting,,50.2,1,0
"['Own Tempo', 'Oblivious', 'Cloud Nine']",3,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,385,55,5120,70,385,45,Licking Pokémon,75,1000000,1.2,90,Lickitung,50,108,60,75,30,normal,,65.5,1,0
['Levitate'],1,,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,340,65,5120,70,340,190,Poison Gas Pokémon,95,1000000,0.6,40,Koffing,50,109,60,45,35,poison,,1,1,0
['Levitate'],1,,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,490,90,5120,70,490,60,Poison Gas Pokémon,120,1000000,1.2,65,Weezing,50,110,85,70,60,poison,,9.5,1,0
"['Lightningrod', 'Rock Head', 'Reckless']",3,,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,345,85,5120,70,345,120,Spikes Pokémon,95,1250000,1,80,Rhyhorn,50,111,30,30,25,ground,rock,115,1,0
"['Lightningrod', 'Rock Head', 'Reckless']",3,,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,485,130,5120,70,485,60,Drill Pokémon,120,1250000,1.9,105,Rhydon,50,112,45,45,40,ground,rock,120,1,0
"['Natural Cure', 'Serene Grace', 'Healer']",3,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,450,5,10240,140,450,30,Egg Pokémon,5,800000,1.1,250,Chansey,0,113,35,105,50,normal,,34.6,1,0
"['Chlorophyll', 'Leaf Guard', 'Regenerator']",3,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,435,55,5120,70,435,45,Vine Pokémon,115,1000000,1,65,Tangela,50,114,100,40,60,grass,,35,1,0
"['Early Bird', 'Scrappy', 'Inner Focus']",3,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,590,125,5120,70,590,45,Parent Pokémon,100,1000000,2.2,105,Kangaskhan,0,115,60,100,100,normal,,80,1,0
"['Swift Swim', 'Sniper', 'Damp']",3,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,295,40,5120,70,295,225,Dragon Pokémon,70,1000000,0.4,30,Horsea,50,116,70,25,60,water,,8,1,0
"['Poison Point', 'Sniper', 'Damp']",3,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,440,65,5120,70,440,75,Dragon Pokémon,95,1000000,1.2,55,Seadra,50,117,95,45,85,water,,25,1,0
"['Swift Swim', 'Water Veil', 'Lightningrod']",3,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,320,67,5120,70,320,225,Goldfish Pokémon,60,1000000,0.6,45,Goldeen,50,118,35,50,63,water,,15,1,0
"['Swift Swim', 'Water Veil', 'Lightningrod']",3,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,450,92,5120,70,450,60,Goldfish Pokémon,65,1000000,1.3,80,Seaking,50,119,65,80,68,water,,39,1,0
"['Illuminate', 'Natural Cure', 'Analytic']",3,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,340,45,5120,70,340,225,Starshape Pokémon,55,1250000,0.8,30,Staryu,,120,70,55,85,water,,34.5,1,0
"['Illuminate', 'Natural Cure', 'Analytic']",3,,2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,520,75,5120,70,520,60,Mysterious Pokémon,85,1250000,1.1,60,Starmie,,121,100,85,115,water,psychic,80,1,0
"['Soundproof', 'Filter', 'Technician']",3,,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,460,45,6400,70,460,45,Barrier Pokémon,65,1000000,1.3,40,Mr. Mime,50,122,100,120,90,psychic,fairy,54.5,1,0
"['Swarm', 'Technician', 'Steadfast']",3,,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,500,110,6400,70,500,45,Mantis Pokémon,80,1000000,1.5,70,Scyther,50,123,55,80,105,bug,flying,56,1,0
"['Oblivious', 'Forewarn', 'Dry Skin']",3,,2,2,1,1,1,1,2,1,2,1,1,0.5,1,1,0.5,2,2,1,455,50,6400,70,455,45,Humanshape Pokémon,35,1000000,1.4,65,Jynx,0,124,115,95,95,ice,psychic,40.6,1,0
"['Static', 'Vital Spirit']",2,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,490,83,6400,70,490,45,Electric Pokémon,57,1000000,1.1,65,Electabuzz,75.4,125,95,85,105,electric,,30,1,0
"['Flame Body', 'Vital Spirit']",2,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,495,95,6400,70,495,45,Spitfire Pokémon,57,1000000,1.3,65,Magmar,75.4,126,100,85,93,fire,,44.5,1,0
"['Hyper Cutter', 'Mold Breaker', 'Moxie']",3,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,600,155,6400,70,600,45,Stagbeetle Pokémon,120,1250000,1.5,65,Pinsir,50,127,65,90,105,bug,,55,1,0
"['Intimidate', 'Anger Point', 'Sheer Force']",3,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,490,100,5120,70,490,45,Wild Bull Pokémon,95,1250000,1.4,75,Tauros,100,128,40,70,110,normal,,88.4,1,0
"['Swift Swim', 'Rattled']",2,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,200,10,1280,70,200,255,Fish Pokémon,55,1250000,0.9,20,Magikarp,50,129,15,20,80,water,,10,1,0
"['Intimidate', 'Moxie']",2,,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,640,155,1280,70,640,45,Atrocious Pokémon,109,1250000,6.5,95,Gyarados,50,130,70,130,81,water,flying,235,1,0
"['Water Absorb', 'Shell Armor', 'Hydration']",3,,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,535,85,10240,70,535,45,Transport Pokémon,80,1250000,2.5,130,Lapras,50,131,85,95,60,water,ice,220,1,0
"['Limber', 'Imposter']",2,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,288,48,5120,70,288,35,Transform Pokémon,48,1000000,0.3,48,Ditto,,132,48,48,48,normal,,4,1,0
"['Run Away', 'Adaptability', 'Anticipation']",3,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,325,55,8960,70,325,45,Evolution Pokémon,50,1000000,0.3,55,Eevee,88.1,133,45,65,55,normal,,6.5,1,0
"['Water Absorb', 'Hydration']",2,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,525,65,8960,70,525,45,Bubble Jet Pokémon,60,1000000,1,130,Vaporeon,88.1,134,110,95,65,water,,29,1,0
"['Volt Absorb', 'Quick Feet']",2,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,525,65,8960,70,525,45,Lightning Pokémon,60,1000000,0.8,65,Jolteon,88.1,135,110,95,130,electric,,24.5,1,0
"['Flash Fire', 'Guts']",2,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,525,130,8960,70,525,45,Flame Pokémon,60,1000000,0.9,65,Flareon,88.1,136,95,110,65,fire,,25,1,0
"['Trace', 'Download', 'Analytic']",3,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,395,60,5120,70,395,45,Virtual Pokémon,70,1000000,0.8,65,Porygon,,137,85,75,40,normal,,36.5,1,0
"['Swift Swim', 'Shell Armor', 'Weak Armor']",3,,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,355,40,7680,70,355,45,Spiral Pokémon,100,1000000,0.4,35,Omanyte,88.1,138,90,55,35,rock,water,7.5,1,0
"['Swift Swim', 'Shell Armor', 'Weak Armor']",3,,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,495,60,7680,70,495,45,Spiral Pokémon,125,1000000,1,70,Omastar,88.1,139,115,70,55,rock,water,35,1,0
"['Swift Swim', 'Battle Armor', 'Weak Armor']",3,,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,355,80,7680,70,355,45,Shellfish Pokémon,90,1000000,0.5,30,Kabuto,88.1,140,55,45,55,rock,water,11.5,1,0
"['Swift Swim', 'Battle Armor', 'Weak Armor']",3,,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,495,115,7680,70,495,45,Shellfish Pokémon,105,1000000,1.3,60,Kabutops,88.1,141,65,70,80,rock,water,40.5,1,0
"['Rock Head', 'Pressure', 'Unnerve']",3,,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,615,135,8960,70,615,45,Fossil Pokémon,85,1250000,1.8,80,Aerodactyl,88.1,142,70,95,150,rock,flying,59,1,0
"['Immunity', 'Thick Fat', 'Gluttony']",3,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,540,110,10240,70,540,25,Sleeping Pokémon,65,1250000,2.1,160,Snorlax,88.1,143,65,110,30,normal,,460,1,0
"['Pressure', 'Snow Cloak']",2,,0.5,1,1,2,1,1,2,1,1,0.5,0,1,1,1,1,4,2,1,580,85,20480,35,580,3,Freeze Pokémon,100,1250000,1.7,90,Articuno,,144,95,125,85,ice,flying,55.4,1,1
"['Pressure', 'Static']",2,,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,580,90,20480,35,580,3,Electric Pokémon,85,1250000,1.6,90,Zapdos,,145,125,90,100,electric,flying,52.6,1,1
"['Pressure', 'Flame Body']",2,,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,580,100,20480,35,580,3,Flame Pokémon,90,1250000,2,90,Moltres,,146,125,85,90,fire,flying,60,1,1
"['Shed Skin', 'Marvel Scale']",2,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,300,64,10240,35,300,45,Dragon Pokémon,45,1250000,1.8,41,Dratini,50,147,50,50,50,dragon,,3.3,1,0
"['Shed Skin', 'Marvel Scale']",2,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,420,84,10240,35,420,45,Dragon Pokémon,65,1250000,4,61,Dragonair,50,148,70,70,70,dragon,,16.5,1,0
"['Inner Focus', 'Multiscale']",2,,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,600,134,10240,35,600,45,Dragon Pokémon,95,1250000,2.2,91,Dragonite,50,149,100,100,80,dragon,flying,210,1,0
"['Pressure', 'Unnerve']",2,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,780,150,30720,0,780,3,Genetic Pokémon,70,1250000,2,106,Mewtwo,,150,194,120,140,psychic,,122,1,1
['Synchronize'],1,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,600,100,30720,100,600,45,New Species Pokémon,100,1059860,0.4,100,Mew,,151,100,100,100,psychic,,4,1,1
"['Overgrow', 'Leaf Guard']",2,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,318,49,5120,70,318,45,Leaf Pokémon,65,1059860,0.9,45,Chikorita,88.1,152,49,65,45,grass,,6.4,2,0
"['Overgrow', 'Leaf Guard']",2,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,405,62,5120,70,405,45,Leaf Pokémon,80,1059860,1.2,60,Bayleef,88.1,153,63,80,60,grass,,15.8,2,0
"['Overgrow', 'Leaf Guard']",2,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,525,82,5120,70,525,45,Herb Pokémon,100,1059860,1.8,80,Meganium,88.1,154,83,100,80,grass,,100.5,2,0
"['Blaze', 'Flash Fire']",2,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,309,52,5120,70,309,45,Fire Mouse Pokémon,43,1059860,0.5,39,Cyndaquil,88.1,155,60,50,65,fire,,7.9,2,0
"['Blaze', 'Flash Fire']",2,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,405,64,5120,70,405,45,Volcano Pokémon,58,1059860,0.9,58,Quilava,88.1,156,80,65,80,fire,,19,2,0
"['Blaze', 'Flash Fire']",2,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,534,84,5120,70,534,45,Volcano Pokémon,78,1059860,1.7,78,Typhlosion,88.1,157,109,85,100,fire,,79.5,2,0
"['Torrent', 'Sheer Force']",2,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,314,65,5120,70,314,45,Big Jaw Pokémon,64,1059860,0.6,50,Totodile,88.1,158,44,48,43,water,,9.5,2,0
"['Torrent', 'Sheer Force']",2,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,405,80,5120,70,405,45,Big Jaw Pokémon,80,1059860,1.1,65,Croconaw,88.1,159,59,63,58,water,,25,2,0
"['Torrent', 'Sheer Force']",2,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,530,105,5120,70,530,45,Big Jaw Pokémon,100,1059860,2.3,85,Feraligatr,88.1,160,79,83,78,water,,88.8,2,0
"['Run Away', 'Keen Eye', 'Frisk']",3,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,215,46,3840,70,215,255,Scout Pokémon,34,1000000,0.8,35,Sentret,50,161,35,45,20,normal,,6,2,0
"['Run Away', 'Keen Eye', 'Frisk']",3,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,415,76,3840,70,415,90,Long Body Pokémon,64,1000000,1.8,85,Furret,50,162,45,55,90,normal,,32.5,2,0
"['Insomnia', 'Keen Eye', 'Tinted Lens']",3,,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,262,30,3840,70,262,255,Owl Pokémon,30,1000000,0.7,60,Hoothoot,50,163,36,56,50,normal,flying,21.2,2,0
"['Insomnia', 'Keen Eye', 'Tinted Lens']",3,,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,452,50,3840,70,452,90,Owl Pokémon,50,1000000,1.6,100,Noctowl,50,164,86,96,70,normal,flying,40.8,2,0
"['Swarm', 'Early Bird', 'Rattled']",3,,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,265,20,3840,70,265,255,Five Star Pokémon,30,800000,1,40,Ledyba,50,165,40,80,55,bug,flying,10.8,2,0
"['Swarm', 'Early Bird', 'Iron Fist']",3,,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,390,35,3840,70,390,90,Five Star Pokémon,50,800000,1.4,55,Ledian,50,166,55,110,85,bug,flying,35.6,2,0
"['Swarm', 'Insomnia', 'Sniper']",3,,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,250,60,3840,70,250,255,String Spit Pokémon,40,800000,0.5,40,Spinarak,50,167,40,40,30,bug,poison,8.5,2,0
"['Swarm', 'Insomnia', 'Sniper']",3,,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,400,90,3840,70,400,90,Long Leg Pokémon,70,800000,1.1,70,Ariados,50,168,60,70,40,bug,poison,33.5,2,0
"['Inner Focus', 'Infiltrator']",2,,0.25,1,1,2,0.5,0.25,1,1,1,0.25,0,2,1,0.5,2,2,1,1,535,90,3840,70,535,90,Bat Pokémon,80,1000000,1.8,85,Crobat,50,169,70,80,130,poison,flying,75,2,0
"['Volt Absorb', 'Illuminate', 'Water Absorb']",3,,1,1,1,1,1,1,0.5,0.5,1,2,2,0.5,1,1,1,1,0.25,0.5,330,38,5120,70,330,190,Angler Pokémon,38,1250000,0.5,75,Chinchou,50,170,56,56,67,water,electric,12,2,0
"['Volt Absorb', 'Illuminate', 'Water Absorb']",3,,1,1,1,1,1,1,0.5,0.5,1,2,2,0.5,1,1,1,1,0.25,0.5,460,58,5120,70,460,75,Light Pokémon,58,1250000,1.2,125,Lanturn,50,171,76,76,67,water,electric,22.5,2,0
"['Static', 'Lightningrod']",2,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,205,40,2560,70,205,190,Tiny Mouse Pokémon,15,1000000,0.3,20,Pichu,50,172,35,35,60,electric,,2,2,0
"['Cute Charm', 'Magic Guard', 'Friend Guard']",3,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,218,25,2560,140,218,150,Star Shape Pokémon,28,800000,0.3,50,Cleffa,24.6,173,45,55,15,fairy,,3,2,0
"['Cute Charm', 'Competitive', 'Friend Guard']",3,,0.5,0.5,0,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1,210,30,2560,70,210,170,Balloon Pokémon,15,800000,0.3,90,Igglybuff,24.6,174,40,20,15,normal,fairy,1,2,0
"['Hustle', 'Serene Grace', 'Super Luck']",3,,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,245,20,2560,70,245,190,Spike Ball Pokémon,65,800000,0.3,35,Togepi,88.1,175,40,65,20,fairy,,1.5,2,0
"['Hustle', 'Serene Grace', 'Super Luck']",3,,0.25,0.5,0,2,1,0.25,1,1,1,0.5,0,2,1,2,1,2,2,1,405,40,2560,70,405,75,Happiness Pokémon,85,800000,0.6,55,Togetic,88.1,176,80,105,40,fairy,flying,3.2,2,0
"['Synchronize', 'Early Bird', 'Magic Bounce']",3,,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,320,50,5120,70,320,190,Little Bird Pokémon,45,1000000,0.2,40,Natu,50,177,70,45,70,psychic,flying,2,2,0
"['Synchronize', 'Early Bird', 'Magic Bounce']",3,,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,470,75,5120,70,470,75,Mystic Pokémon,70,1000000,1.5,65,Xatu,50,178,95,70,95,psychic,flying,15,2,0
"['Static', 'Plus']",2,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,280,40,5120,70,280,235,Wool Pokémon,40,1059860,0.6,55,Mareep,50,179,65,45,35,electric,,7.8,2,0
"['Static', 'Plus']",2,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,365,55,5120,70,365,120,Wool Pokémon,55,1059860,0.8,70,Flaaffy,50,180,80,60,45,electric,,13.3,2,0
"['Static', 'Plus']",2,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,610,95,5120,70,610,45,Light Pokémon,105,1059860,1.4,90,Ampharos,50,181,165,110,45,electric,,61.5,2,0
"['Chlorophyll', 'Healer']",2,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,490,80,5120,70,490,45,Flower Pokémon,95,1059860,0.4,75,Bellossom,50,182,90,100,50,grass,,5.8,2,0
"['Thick Fat', 'Huge Power', 'Sap Sipper']",3,,0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,250,20,2560,70,250,190,Aquamouse Pokémon,50,800000,0.4,70,Marill,50,183,20,50,40,water,fairy,8.5,2,0
"['Thick Fat', 'Huge Power', 'Sap Sipper']",3,,0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,420,50,2560,70,420,75,Aquarabbit Pokémon,80,800000,0.8,100,Azumarill,50,184,60,80,50,water,fairy,28.5,2,0
"['Sturdy', 'Rock Head', 'Rattled']",3,,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,410,100,5120,70,410,65,Imitation Pokémon,115,1000000,1.2,70,Sudowoodo,50,185,30,65,30,rock,,38,2,0
"['Water Absorb', 'Damp', 'Drizzle']",3,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,500,75,5120,70,500,45,Frog Pokémon,75,1059860,1.1,90,Politoed,50,186,90,100,70,water,,33.9,2,0
"['Chlorophyll', 'Leaf Guard', 'Infiltrator']",3,,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,250,35,5120,70,250,255,Cottonweed Pokémon,40,1059860,0.4,35,Hoppip,50,187,35,55,50,grass,flying,0.5,2,0
"['Chlorophyll', 'Leaf Guard', 'Infiltrator']",3,,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,340,45,5120,70,340,120,Cottonweed Pokémon,50,1059860,0.6,55,Skiploom,50,188,45,65,80,grass,flying,1,2,0
"['Chlorophyll', 'Leaf Guard', 'Infiltrator']",3,,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,460,55,5120,70,460,45,Cottonweed Pokémon,70,1059860,0.8,75,Jumpluff,50,189,55,95,110,grass,flying,3,2,0
"['Run Away', 'Pickup', 'Skill Link']",3,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,360,70,5120,70,360,45,Long Tail Pokémon,55,800000,0.8,55,Aipom,50,190,40,55,85,normal,,11.5,2,0
"['Chlorophyll', 'Solar Power', 'Early Bird']",3,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,180,30,5120,70,180,235,Seed Pokémon,30,1059860,0.3,30,Sunkern,50,191,30,30,30,grass,,1.8,2,0
"['Chlorophyll', 'Solar Power', 'Early Bird']",3,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,425,75,5120,70,425,120,Sun Pokémon,55,1059860,0.8,75,Sunflora,50,192,105,85,30,grass,,8.5,2,0
"['Speed Boost', 'Compoundeyes', 'Frisk']",3,,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,390,65,5120,70,390,75,Clear Wing Pokémon,45,1000000,1.2,65,Yanma,50,193,75,45,95,bug,flying,38,2,0
"['Damp', 'Water Absorb', 'Unaware']",3,,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,210,45,5120,70,210,255,Water Fish Pokémon,45,1000000,0.4,55,Wooper,50,194,25,25,15,water,ground,8.5,2,0
"['Damp', 'Water Absorb', 'Unaware']",3,,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,430,85,5120,70,430,90,Water Fish Pokémon,85,1000000,1.4,95,Quagsire,50,195,65,65,35,water,ground,75,2,0
"['Synchronize', 'Magic Bounce']",2,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,525,65,8960,70,525,45,Sun Pokémon,60,1000000,0.9,65,Espeon,88.1,196,130,95,110,psychic,,26.5,2,0
"['Synchronize', 'Inner Focus']",2,,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,525,65,8960,35,525,45,Moonlight Pokémon,110,1000000,1,95,Umbreon,88.1,197,60,130,65,dark,,27,2,0
"['Insomnia', 'Super Luck', 'Prankster']",3,,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,405,85,5120,35,405,30,Darkness Pokémon,42,1059860,0.5,60,Murkrow,50,198,85,42,91,dark,flying,2.1,2,0
"['Oblivious', 'Own Tempo', 'Regenerator']",3,,2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,490,75,5120,70,490,70,Royal Pokémon,80,1000000,2,95,Slowking,50,199,100,110,30,water,psychic,79.5,2,0
['Levitate'],1,,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,435,60,6400,35,435,45,Screech Pokémon,60,800000,0.7,60,Misdreavus,50,200,85,85,85,ghost,,1,2,0
['Levitate'],1,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,336,72,10240,70,336,225,Symbol Pokémon,48,1000000,0.5,48,Unown,,201,72,48,48,psychic,,5,2,0
"['Shadow Tag', 'Telepathy']",2,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,405,33,5120,70,405,45,Patient Pokémon,58,1000000,1.3,190,Wobbuffet,50,202,33,58,33,psychic,,28.5,2,0
"['Inner Focus', 'Early Bird', 'Sap Sipper']",3,,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,455,80,5120,70,455,60,Long Neck Pokémon,65,1000000,1.5,70,Girafarig,50,203,90,65,85,normal,psychic,41.5,2,0
"['Sturdy', 'Overcoat']",2,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,290,65,5120,70,290,190,Bagworm Pokémon,90,1000000,0.6,50,Pineco,50,204,35,35,15,bug,,7.2,2,0
